workclass,education-num,marital-status,sex,hours-per-week,native-country,decision
 Private,9, Married-civ-spouse, Male,43, United-States, <=50K
 State-gov,10, Never-married, Male,10, United-States, <=50K
 Private,10, Never-married, Female,18, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,5, Divorced, Female,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,5, Married-civ-spouse, Female,23, United-States, <=50K
 Private,10, Never-married, Male,45, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Divorced, Male,40, United-States, <=50K
 Private,9, Separated, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Divorced, Female,36, United-States, <=50K
 Private,5, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,13, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-inc,7, Never-married, Male,30, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,6, Widowed, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Never-married, Female,24, United-States, <=50K
 Private,9, Never-married, Female,38, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,12, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,41, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,15, Never-married, Female,30, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Never-married, Male,70, United-States, <=50K
 Private,8, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,14, Married-spouse-absent, Female,50, United-States, >50K
 Local-gov,14, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Widowed, Female,40, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,13, Never-married, Female,48, Philippines, <=50K
 Private,9, Divorced, Male,32, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,10, Never-married, Male,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, ?, <=50K
 Private,13, Divorced, Male,45, United-States, <=50K
 ?,3, Married-civ-spouse, Female,40, Mexico, <=50K
 Private,9, Married-civ-spouse, Male,70, United-States, <=50K
 Federal-gov,10, Divorced, Male,40, United-States, <=50K
 State-gov,13, Married-civ-spouse, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, England, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,50, United-States, >50K
 Private,9, Never-married, Female,50, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Local-gov,5, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,14, Married-civ-spouse, Female,20, United-States, >50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, <=50K
 Self-emp-inc,10, Divorced, Male,60, United-States, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Self-emp-inc,12, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-inc,10, Married-civ-spouse, Female,70, South, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Local-gov,5, Separated, Female,40, United-States, <=50K
 Self-emp-not-inc,14, Never-married, Male,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Private,10, Never-married, Male,55, United-States, <=50K
 Private,10, Never-married, Male,16, United-States, <=50K
 Private,9, Divorced, Male,45, United-States, <=50K
 Private,12, Never-married, Female,40, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,13, Never-married, Female,40, United-States, <=50K
 Self-emp-inc,13, Married-spouse-absent, Male,40, United-States, <=50K
 Private,9, Separated, Female,50, United-States, <=50K
 Private,10, Never-married, Male,24, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,9, Divorced, Female,32, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Private,9, Widowed, Female,40, United-States, <=50K
 Self-emp-not-inc,4, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Married-civ-spouse, Male,60, United-States, <=50K
 Private,10, Divorced, Female,50, United-States, <=50K
 Private,16, Married-civ-spouse, Male,35, El-Salvador, >50K
 Private,10, Never-married, Female,15, United-States, <=50K
 Private,9, Never-married, Male,40, Vietnam, <=50K
 Private,13, Married-civ-spouse, Male,25, ?, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 ?,9, Married-civ-spouse, Male,5, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,2, United-States, <=50K
 Private,15, Married-civ-spouse, Male,60, United-States, >50K
 Local-gov,10, Never-married, Male,40, Iran, <=50K
 Private,6, Separated, Female,35, United-States, <=50K
 State-gov,9, Married-civ-spouse, Male,40, United-States, >50K
 Private,12, Never-married, Male,50, United-States, <=50K
 Private,13, Married-civ-spouse, Female,35, ?, >50K
 Private,6, Never-married, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Female,52, United-States, <=50K
 State-gov,9, Married-civ-spouse, Male,45, United-States, <=50K
 Private,10, Never-married, Female,9, United-States, <=50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Female,35, United-States, >50K
 State-gov,10, Separated, Female,30, United-States, <=50K
 Private,7, Never-married, Female,15, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,20, United-States, >50K
 Private,9, Married-civ-spouse, Female,40, United-States, >50K
 Private,7, Divorced, Female,40, United-States, <=50K
 Private,10, Divorced, Female,50, United-States, >50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Never-married, Male,40, United-States, <=50K
 Private,11, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Separated, Female,60, Puerto-Rico, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Federal-gov,14, Never-married, Male,40, United-States, >50K
 Local-gov,9, Divorced, Male,40, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,14, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, Jamaica, >50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,20, United-States, <=50K
 Private,9, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-inc,9, Married-civ-spouse, Male,45, United-States, >50K
 Self-emp-not-inc,10, Never-married, Male,45, United-States, <=50K
 Private,12, Married-civ-spouse, Male,40, India, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,14, Divorced, Male,60, United-States, <=50K
 Private,10, Never-married, Male,40, United-States, <=50K
 Local-gov,14, Married-civ-spouse, Female,40, United-States, >50K
 Private,10, Married-civ-spouse, Female,40, United-States, >50K
 Self-emp-not-inc,9, Never-married, Male,40, United-States, <=50K
 Private,13, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Divorced, Female,50, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 ?,10, Married-civ-spouse, Male,20, United-States, <=50K
 Self-emp-not-inc,13, Married-civ-spouse, Male,50, United-States, <=50K
 Private,14, Married-civ-spouse, Male,60, United-States, >50K
 Self-emp-inc,4, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Divorced, Female,35, United-States, <=50K
 Private,13, Married-civ-spouse, Male,55, United-States, >50K
 Self-emp-not-inc,4, Married-civ-spouse, Male,50, United-States, <=50K
 Private,9, Never-married, Female,35, United-States, <=50K
 Private,10, Separated, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,35, United-States, <=50K
 Private,12, Married-spouse-absent, Female,40, United-States, <=50K
 Private,10, Never-married, Female,48, ?, <=50K
 Private,11, Never-married, Female,40, United-States, <=50K
 Private,7, Never-married, Female,24, United-States, <=50K
 Self-emp-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,10, Never-married, Male,37, Mexico, <=50K
 Private,6, Never-married, Female,35, United-States, <=50K
 Private,9, Married-civ-spouse, Male,50, United-States, <=50K
 Private,13, Never-married, Male,35, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,13, Never-married, Female,60, United-States, <=50K
 Private,10, Never-married, Male,42, United-States, <=50K
 Private,9, Widowed, Male,40, United-States, <=50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Self-emp-not-inc,6, Married-civ-spouse, Male,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,55, United-States, >50K
 Private,9, Never-married, Male,25, United-States, <=50K
 Private,13, Never-married, Male,50, United-States, <=50K
 Local-gov,10, Separated, Male,60, United-States, <=50K
 Private,9, Divorced, Female,40, United-States, <=50K
 Private,9, Separated, Female,40, United-States, <=50K
 Private,10, Never-married, Male,10, United-States, <=50K
 Self-emp-not-inc,14, Married-civ-spouse, Male,65, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,4, Married-civ-spouse, Male,30, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,7, Never-married, Female,4, United-States, <=50K
 Private,10, Never-married, Male,30, United-States, <=50K
 Private,13, Married-civ-spouse, Female,40, Philippines, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,5, Never-married, Female,20, United-States, <=50K
 Private,10, Divorced, Female,30, United-States, <=50K
 Private,10, Never-married, Female,20, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, Mexico, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,60, United-States, <=50K
 Private,10, Never-married, Female,30, United-States, <=50K
 Local-gov,9, Divorced, Male,56, United-States, <=50K
 Local-gov,9, Married-civ-spouse, Male,40, United-States, <=50K
 Self-emp-not-inc,15, Married-civ-spouse, Male,25, United-States, <=50K
 Private,6, Divorced, Male,40, United-States, <=50K
 Private,16, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Male,43, United-States, <=50K
 Private,8, Never-married, Female,20, United-States, <=50K
 ?,9, Never-married, Female,30, United-States, <=50K
 ?,10, Never-married, Male,10, United-States, <=50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,9, Never-married, Female,38, United-States, <=50K
 Private,10, Never-married, Male,40, Jamaica, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,60, United-States, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Private,9, Married-civ-spouse, Male,45, United-States, >50K
 Private,9, Never-married, Male,20, United-States, <=50K
 Private,9, Never-married, Male,42, United-States, <=50K
 Private,10, Never-married, Female,36, United-States, <=50K
 Self-emp-inc,14, Married-civ-spouse, Female,30, Iran, >50K
 Private,9, Never-married, Female,40, United-States, <=50K
 Local-gov,10, Separated, Female,28, United-States, <=50K
 Private,9, Divorced, Female,23, United-States, <=50K
 Private,14, Married-civ-spouse, Male,40, United-States, >50K
 Self-emp-not-inc,10, Never-married, Male,40, United-States, <=50K
 Self-emp-not-inc,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,39, United-States, <=50K
 Private,10, Married-civ-spouse, Male,50, United-States, >50K
 State-gov,14, Married-civ-spouse, Male,50, United-States, >50K
 Private,10, Never-married, Male,12, United-States, <=50K
 Private,9, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Married-civ-spouse, Male,40, United-States, <=50K
 Private,10, Never-married, Male,60, United-States, <=50K
 Private,10, Divorced, Female,55, United-States, <=50K
 Private,13, Married-civ-spouse, Female,25, United-States, >50K
 Private,10, Married-civ-spouse, Male,40, United-States, <=50K
 Private,7, Never-married, Male,15, United-States, <=50K
 Private,13, Divorced, Male,55, United-States, >50K
 ?,9, Married-civ-spouse, Male,40, Philippines, <=50K
 State-gov,9, Separated, Female,38, United-States, <=50K
 State-gov,9, Never-married, Male,40, United-States, <=50K
 Private,13, Divorced, Female,20, United-States, <=50K
 Private,13, Married-civ-spouse, Male,40, Germany, <=50K
 Private,9, Married-spouse-absent, Male,35, ?, <=50K
 Private,11, Married-civ-spouse, Male,55, United-States, <=50K
 Private,10, Never-married, Male,8, India, <=50K
 Self-emp-not-inc,10, Married-civ-spouse, Male,50, United-States, <=50K
 Private,10, Never-married, Male,25, United-States, <=50K
 Private,14, Married-civ-spouse, Male,50, United-States, >50K
 Private,12, Married-civ-spouse, Male,50, United-States, >50K
 Self-emp-not-inc,9, Divorced, Female,40, United-States, <=50K
 Private,13, Never-married, Male,30, United-States, <=50K
 Private,10, Never-married, Male,40, Yugoslavia, <=50K
 Private,10, Never-married, Female,40, United-States, <=50K
 Private,10, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Married-civ-spouse, Female,35, Puerto-Rico, >50K
 Private,13, Married-civ-spouse, Male,40, United-States, >50K
 Private,10, Divorced, Female,40, United-States, <=50K
 Private,13, Divorced, Male,40, United-States, >50K
 Private,9, Married-civ-spouse, Female,40, United-States, <=50K
 Local-gov,14, Divorced, Female,45, United-States, <=50K
